month,year,year_month,category,item,quantity,priority,vat,cost
December,2020,2020-12,food,Eggs,60 eggs,no,no,99.35
December,2020,2020-12,food,Fish,2kg,no,yes,93.67
December,2020,2020-12,food,Frozen chicken portions,10kg,yes,yes,318.18
December,2020,2020-12,food,Full cream milk,6L,no,yes,73.84
December,2020,2020-12,food,Gizzards,2kg,no,yes,63.18
December,2020,2020-12,food,Green pepper,2kg,no,yes,45.67
December,2020,2020-12,food,Inyama yangapakhathi,2kg,no,yes,78.75
December,2020,2020-12,food,Maas,4L,no,no,47.06
December,2020,2020-12,food,Maize meal,30kg,yes,no,230.48
December,2020,2020-12,food,Margarine,1kg,no,yes,34.24
December,2020,2020-12,food,Onions,10kg,yes,no,71.61
December,2020,2020-12,food,Oranges,7kg,no,yes,85.26
December,2020,2020-12,food,Peanut butter,400g x2,no,yes,60.52
December,2020,2020-12,food,Polony,2.5kg,no,yes,52.7
December,2020,2020-12,food,Potatoes,10kg,yes,no,78.23
December,2020,2020-12,food,Rice,10kg,yes,yes,140.1
December,2020,2020-12,food,Salt,1kg,yes,yes,12.26
December,2020,2020-12,food,Samp,5kg,yes,no,44.03
December,2020,2020-12,food,Soup,400g x2,yes,yes,38.2
December,2020,2020-12,food,Spinach,8 bunches,no,no,66.72
December,2020,2020-12,food,Stock cubes,24 cubes x2,yes,yes,38.62
December,2020,2020-12,food,Sugar beans,5kg,yes,yes,147.19
December,2020,2020-12,food,Tea,250g,yes,yes,23.01
December,2020,2020-12,food,Tinned pilchards,400g x6,no,no,113.91
December,2020,2020-12,food,Tomatoes,6kg,no,no,88.69
December,2020,2020-12,food,Total,44 items,n/a,yes,4002.42
December,2020,2020-12,food,White bread,25 loaves,yes,yes,338.65
December,2020,2020-12,food,White sugar,10kg,yes,yes,157.26
December,2020,2020-12,food,Wors,2kg,no,yes,109.43
January,2021,2021-01,food,Apples,3kg,no,no,40.03
January,2021,2021-01,food,Apricot jam,900g,no,yes,28.76
January,2021,2021-01,food,Bananas,4kg,no,no,62.68
January,2021,2021-01,food,Beef,2kg,no,yes,154.43
January,2021,2021-01,food,Beef livers,2kg,no,yes,70.67
January,2021,2021-01,food,Brown bread,25 loaves,yes,no,306.82
January,2021,2021-01,food,Butternut,10kg,no,no,72.81
January,2021,2021-01,food,Cabbage,2 heads,no,no,27.63
January,2021,2021-01,food,Cake flour,10kg,yes,no,95.22
January,2021,2021-01,food,Canned beans,410g x6,no,yes,66.39
January,2021,2021-01,food,Carrots,5kg,no,yes,33.73
January,2021,2021-01,food,Chicken feet,2kg,no,yes,69.82
January,2021,2021-01,food,Chicken livers,2kg,no,yes,52.51
January,2021,2021-01,food,Cooking oil,5L,yes,no,108.17
January,2021,2021-01,food,Cremora,800g,no,yes,36.29
January,2021,2021-01,food,Curry powder,200g,yes,yes,31.78
January,2021,2021-01,food,Eggs,60 eggs,no,no,102.44
January,2021,2021-01,food,Fish,2kg,no,yes,95.74
January,2021,2021-01,food,Frozen chicken portions,10kg,yes,yes,317.24
January,2021,2021-01,food,Full cream milk,6L,no,yes,73.55
January,2021,2021-01,food,Gizzards,2kg,no,yes,66.11
January,2021,2021-01,food,Green pepper,2kg,no,yes,47.53
January,2021,2021-01,food,Inyama yangapakhathi,2kg,no,yes,76.18
January,2021,2021-01,food,Maas,4L,no,no,47.22
January,2021,2021-01,food,Maize meal,30kg,yes,no,244.02
January,2021,2021-01,food,Margarine,1kg,no,yes,34.85
January,2021,2021-01,food,Onions,10kg,yes,no,71.53
January,2021,2021-01,food,Oranges,7kg,no,yes,91.84
January,2021,2021-01,food,Peanut butter,400g x2,no,yes,63.1
January,2021,2021-01,food,Polony,2.5kg,no,yes,51.64
January,2021,2021-01,food,Potatoes,10kg,yes,no,70.06
January,2021,2021-01,food,Rice,10kg,yes,yes,139.54
January,2021,2021-01,food,Salt,1kg,yes,yes,12.87
January,2021,2021-01,food,Samp,5kg,yes,no,45.38
January,2021,2021-01,food,Soup,400g x2,yes,yes,38.86
January,2021,2021-01,food,Spinach,8 bunches,no,no,79.55
January,2021,2021-01,food,Stock cubes,24 cubes x2,yes,yes,39.56
January,2021,2021-01,food,Sugar beans,5kg,yes,yes,155.27
January,2021,2021-01,food,Tea,250g,yes,yes,23.73
January,2021,2021-01,food,Tinned pilchards,400g x6,no,no,113.61
January,2021,2021-01,food,Tomatoes,6kg,no,no,82.75
January,2021,2021-01,food,Total,44 items,n/a,yes,4051.2
January,2021,2021-01,food,White bread,25 loaves,yes,yes,333.95
January,2021,2021-01,food,White sugar,10kg,yes,yes,160.04
January,2021,2021-01,food,Wors,2kg,no,yes,115.33
February,2021,2021-02,food,Apples,3kg,no,no,41.61
February,2021,2021-02,food,Apricot jam,900g,no,yes,27.97
February,2021,2021-02,food,Bananas,4kg,no,no,52.36
February,2021,2021-02,food,Beef,2kg,no,yes,150.83
February,2021,2021-02,food,Beef livers,2kg,no,yes,72.33
February,2021,2021-02,food,Brown bread,25 loaves,yes,no,304.13
February,2021,2021-02,food,Butternut,10kg,no,no,62.09
February,2021,2021-02,food,Cabbage,2 heads,no,no,26.89
February,2021,2021-02,food,Cake flour,10kg,yes,no,94.72
February,2021,2021-02,food,Canned beans,410g x6,no,yes,66.08
February,2021,2021-02,food,Carrots,5kg,no,yes,29.52
February,2021,2021-02,food,Chicken feet,2kg,no,yes,63.29
February,2021,2021-02,food,Chicken livers,2kg,no,yes,50.31
February,2021,2021-02,food,Cooking oil,5L,yes,no,108.53
February,2021,2021-02,food,Cremora,800g,no,yes,34.46
February,2021,2021-02,food,Curry powder,200g,yes,yes,31.59
February,2021,2021-02,food,Eggs,60 eggs,no,no,99.46
February,2021,2021-02,food,Fish,2kg,no,yes,96.79
February,2021,2021-02,food,Frozen chicken portions,10kg,yes,yes,318.58
February,2021,2021-02,food,Full cream milk,6L,no,yes,74.18
February,2021,2021-02,food,Gizzards,2kg,no,yes,67.59
February,2021,2021-02,food,Green pepper,2kg,no,yes,43.51
February,2021,2021-02,food,Inyama yangapakhathi,2kg,no,yes,75.63
February,2021,2021-02,food,Maas,4L,no,no,47.1
February,2021,2021-02,food,Maize meal,30kg,yes,no,241.06
February,2021,2021-02,food,Margarine,1kg,no,yes,34.28
February,2021,2021-02,food,Onions,10kg,yes,no,69.17
February,2021,2021-02,food,Oranges,7kg,no,yes,102.93
February,2021,2021-02,food,Peanut butter,400g x2,no,yes,59.92
February,2021,2021-02,food,Polony,2.5kg,no,yes,49.38
February,2021,2021-02,food,Potatoes,10kg,yes,no,64.44
February,2021,2021-02,food,Rice,10kg,yes,yes,140.75
February,2021,2021-02,food,Salt,1kg,yes,yes,12.81
February,2021,2021-02,food,Samp,5kg,yes,no,45.56
February,2021,2021-02,food,Soup,400g x2,yes,yes,38.7
February,2021,2021-02,food,Spinach,8 bunches,no,no,80.58
February,2021,2021-02,food,Stock cubes,24 cubes x2,yes,yes,36.6
February,2021,2021-02,food,Sugar beans,5kg,yes,yes,157.69
February,2021,2021-02,food,Tea,250g,yes,yes,22.6
February,2021,2021-02,food,Tinned pilchards,400g x6,no,no,114.46
February,2021,2021-02,food,Tomatoes,6kg,no,no,85.61
February,2021,2021-02,food,Total,44 items,n/a,yes,4001.17
February,2021,2021-02,food,White bread,25 loaves,yes,yes,333.97
February,2021,2021-02,food,White sugar,10kg,yes,yes,159.74
February,2021,2021-02,food,Wors,2kg,no,yes,111.36
March,2021,2021-03,food,Apples,3kg,no,no,40.45
March,2021,2021-03,food,Apricot jam,900g,no,yes,29.26
March,2021,2021-03,food,Bananas,4kg,no,no,56.52
March,2021,2021-03,food,Beef,2kg,no,yes,153.95
March,2021,2021-03,food,Beef livers,2kg,no,yes,75.04
March,2021,2021-03,food,Brown bread,25 loaves,yes,no,303.94
March,2021,2021-03,food,Butternut,10kg,no,no,57.31
March,2021,2021-03,food,Cabbage,2 heads,no,no,30.32
March,2021,2021-03,food,Cake flour,10kg,yes,no,94.56
March,2021,2021-03,food,Canned beans,410g x6,no,yes,66.09
March,2021,2021-03,food,Carrots,5kg,no,yes,33.35
March,2021,2021-03,food,Chicken feet,2kg,no,yes,65.12
March,2021,2021-03,food,Chicken livers,2kg,no,yes,51.24
March,2021,2021-03,food,Cooking oil,5L,yes,no,109.82
March,2021,2021-03,food,Cremora,800g,no,yes,35.33
March,2021,2021-03,food,Curry powder,200g,yes,yes,29.84
March,2021,2021-03,food,Eggs,60 eggs,no,no,99.14
March,2021,2021-03,food,Fish,2kg,no,yes,94.57
March,2021,2021-03,food,Frozen chicken portions,10kg,yes,yes,327.56
March,2021,2021-03,food,Full cream milk,6L,no,yes,73.63
March,2021,2021-03,food,Gizzards,2kg,no,yes,68.86
March,2021,2021-03,food,Green pepper,2kg,no,yes,43.62
March,2021,2021-03,food,Inyama yangapakhathi,2kg,no,yes,73.4
March,2021,2021-03,food,Maas,4L,no,no,48.03
March,2021,2021-03,food,Maize meal,30kg,yes,no,240.93
March,2021,2021-03,food,Margarine,1kg,no,yes,35.01
March,2021,2021-03,food,Onions,10kg,yes,no,61.52
March,2021,2021-03,food,Oranges,7kg,no,yes,104.07
March,2021,2021-03,food,Peanut butter,400g x2,no,yes,62.11
March,2021,2021-03,food,Polony,2.5kg,no,yes,49.94
March,2021,2021-03,food,Potatoes,10kg,yes,no,59.39
March,2021,2021-03,food,Rice,10kg,yes,yes,138.51
March,2021,2021-03,food,Salt,1kg,yes,yes,12.35
March,2021,2021-03,food,Samp,5kg,yes,no,45.58
March,2021,2021-03,food,Soup,400g x2,yes,yes,38.25
March,2021,2021-03,food,Spinach,8 bunches,no,no,87
March,2021,2021-03,food,Stock cubes,24 cubes x2,yes,yes,38.83
March,2021,2021-03,food,Sugar beans,5kg,yes,yes,158.76
March,2021,2021-03,food,Tea,250g,yes,yes,22.89
March,2021,2021-03,food,Tinned pilchards,400g x6,no,no,114.48
March,2021,2021-03,food,Tomatoes,6kg,no,no,103.41
March,2021,2021-03,food,Total,44 items,n/a,yes,4039.56
March,2021,2021-03,food,White bread,25 loaves,yes,yes,333.59
March,2021,2021-03,food,White sugar,10kg,yes,yes,158.19
March,2021,2021-03,food,Wors,2kg,no,yes,113.77
April,2021,2021-04,food,Apples,3kg,no,no,34.04
April,2021,2021-04,food,Apricot jam,900g,no,yes,29.51
April,2021,2021-04,food,Bananas,4kg,no,no,65.29
April,2021,2021-04,food,Beef,2kg,no,yes,158.22
April,2021,2021-04,food,Beef livers,2kg,no,yes,81.35
April,2021,2021-04,food,Brown bread,25 loaves,yes,no,303.16
April,2021,2021-04,food,Butternut,10kg,no,no,68.09
April,2021,2021-04,food,Cabbage,2 heads,no,no,34.29
April,2021,2021-04,food,Cake flour,10kg,yes,no,95.83
April,2021,2021-04,food,Canned beans,410g x6,no,yes,65.15
April,2021,2021-04,food,Carrots,5kg,no,yes,37.22
April,2021,2021-04,food,Chicken feet,2kg,no,yes,68.99
April,2021,2021-04,food,Chicken livers,2kg,no,yes,54.17
April,2021,2021-04,food,Cooking oil,5L,yes,no,124.89
April,2021,2021-04,food,Cremora,800g,no,yes,35.6
April,2021,2021-04,food,Curry powder,200g,yes,yes,31.18
April,2021,2021-04,food,Eggs,60 eggs,no,no,106.6
April,2021,2021-04,food,Fish,2kg,no,yes,99.25
April,2021,2021-04,food,Frozen chicken portions,10kg,yes,yes,330.44
April,2021,2021-04,food,Full cream milk,6L,no,yes,77.13
April,2021,2021-04,food,Gizzards,2kg,no,yes,77.13
April,2021,2021-04,food,Green pepper,2kg,no,yes,45.06
April,2021,2021-04,food,Inyama yangapakhathi,2kg,no,yes,78.1
April,2021,2021-04,food,Maas,4L,no,no,48.4
April,2021,2021-04,food,Maize meal,30kg,yes,no,247.46
April,2021,2021-04,food,Margarine,1kg,no,yes,35.36
April,2021,2021-04,food,Onions,10kg,yes,no,69.02
April,2021,2021-04,food,Oranges,7kg,no,yes,87.6
April,2021,2021-04,food,Peanut butter,400g x2,no,yes,63.43
April,2021,2021-04,food,Polony,2.5kg,no,yes,48.85
April,2021,2021-04,food,Potatoes,10kg,yes,no,63.07
April,2021,2021-04,food,Rice,10kg,yes,yes,141.1
April,2021,2021-04,food,Salt,1kg,yes,yes,12.65
April,2021,2021-04,food,Samp,5kg,yes,no,47.43
April,2021,2021-04,food,Soup,400g x2,yes,yes,40.03
April,2021,2021-04,food,Spinach,8 bunches,no,no,92.93
April,2021,2021-04,food,Stock cubes,24 cubes x2,yes,yes,38.62
April,2021,2021-04,food,Sugar beans,5kg,yes,yes,165.45
April,2021,2021-04,food,Tea,250g,yes,yes,21.9
April,2021,2021-04,food,Tinned pilchards,400g x6,no,no,117.89
April,2021,2021-04,food,Tomatoes,6kg,no,no,137.19
April,2021,2021-04,food,Total,44 items,n/a,yes,4198.93
April,2021,2021-04,food,White bread,25 loaves,yes,yes,331.75
April,2021,2021-04,food,White sugar,10kg,yes,yes,163.21
April,2021,2021-04,food,Wors,2kg,no,yes,124.92
May,2021,2021-05,food,Apples,3kg,no,no,36.86
May,2021,2021-05,food,Apricot jam,900g,no,yes,29.15
May,2021,2021-05,food,Bananas,4kg,no,no,62.36
May,2021,2021-05,food,Beef,2kg,no,yes,155.36
May,2021,2021-05,food,Beef livers,2kg,no,yes,80.61
May,2021,2021-05,food,Brown bread,25 loaves,yes,no,300.33
May,2021,2021-05,food,Butternut,10kg,no,no,67.06
May,2021,2021-05,food,Cabbage,2 heads,no,no,35.63
May,2021,2021-05,food,Cake flour,10kg,yes,no,96.08
May,2021,2021-05,food,Canned beans,410g x6,no,yes,66.51
May,2021,2021-05,food,Carrots,5kg,no,yes,37.53
May,2021,2021-05,food,Chicken feet,2kg,no,yes,66.88
May,2021,2021-05,food,Chicken livers,2kg,no,yes,52.22
May,2021,2021-05,food,Cooking oil,5L,yes,no,132.86
May,2021,2021-05,food,Cremora,800g,no,yes,36.56
May,2021,2021-05,food,Curry powder,200g,yes,yes,30.54
May,2021,2021-05,food,Eggs,60 eggs,no,no,104.84
May,2021,2021-05,food,Fish,2kg,no,yes,93.6
May,2021,2021-05,food,Frozen chicken portions,10kg,yes,yes,328.28
May,2021,2021-05,food,Full cream milk,6L,no,yes,77.99
May,2021,2021-05,food,Gizzards,2kg,no,yes,72.85
May,2021,2021-05,food,Green pepper,2kg,no,yes,45.86
May,2021,2021-05,food,Inyama yangapakhathi,2kg,no,yes,76.31
May,2021,2021-05,food,Maas,4L,no,no,49.13
May,2021,2021-05,food,Maize meal,30kg,yes,no,249.19
May,2021,2021-05,food,Margarine,1kg,no,yes,35.01
May,2021,2021-05,food,Onions,10kg,yes,no,71.69
May,2021,2021-05,food,Oranges,7kg,no,yes,56.2
May,2021,2021-05,food,Peanut butter,400g x2,no,yes,64.21
May,2021,2021-05,food,Polony,2.5kg,no,yes,46.76
May,2021,2021-05,food,Potatoes,10kg,yes,no,63.59
May,2021,2021-05,food,Rice,10kg,yes,yes,139.9
May,2021,2021-05,food,Salt,1kg,yes,yes,13.01
May,2021,2021-05,food,Samp,5kg,yes,no,47.57
May,2021,2021-05,food,Soup,400g x2,yes,yes,39.98
May,2021,2021-05,food,Spinach,8 bunches,no,no,92.16
May,2021,2021-05,food,Stock cubes,24 cubes x2,yes,yes,38.43
May,2021,2021-05,food,Sugar beans,5kg,yes,yes,166.31
May,2021,2021-05,food,Tea,250g,yes,yes,22
May,2021,2021-05,food,Tinned pilchards,400g x6,no,no,118.46
May,2021,2021-05,food,Tomatoes,6kg,no,no,124.79
May,2021,2021-05,food,Total,44 items,n/a,yes,4137.11
May,2021,2021-05,food,White bread,25 loaves,yes,yes,330.56
May,2021,2021-05,food,White sugar,10kg,yes,yes,161.82
May,2021,2021-05,food,Wors,2kg,no,yes,120.09
June,2021,2021-06,food,Apples,3kg,no,no,34.56
June,2021,2021-06,food,Apricot jam,900g,no,yes,28.74
June,2021,2021-06,food,Bananas,4kg,no,no,56.94
June,2021,2021-06,food,Beef,2kg,no,yes,154.83
June,2021,2021-06,food,Beef livers,2kg,no,yes,83.83
June,2021,2021-06,food,Brown bread,25 loaves,yes,no,299.85
June,2021,2021-06,food,Butternut,10kg,no,no,65.62
June,2021,2021-06,food,Cabbage,2 heads,no,no,32.28
June,2021,2021-06,food,Cake flour,10kg,yes,no,93.69
June,2021,2021-06,food,Canned beans,410g x6,no,yes,64.6
June,2021,2021-06,food,Carrots,5kg,no,yes,35.72
June,2021,2021-06,food,Chicken feet,2kg,no,yes,70.23
June,2021,2021-06,food,Chicken livers,2kg,no,yes,55.23
June,2021,2021-06,food,Cooking oil,5L,yes,no,135.74
June,2021,2021-06,food,Cremora,800g,no,yes,35.4
June,2021,2021-06,food,Curry powder,200g,yes,yes,30.69
June,2021,2021-06,food,Eggs,60 eggs,no,no,105.53
June,2021,2021-06,food,Fish,2kg,no,yes,97.7
June,2021,2021-06,food,Frozen chicken portions,10kg,yes,yes,336.51
June,2021,2021-06,food,Full cream milk,6L,no,yes,80.78
June,2021,2021-06,food,Gizzards,2kg,no,yes,79.69
June,2021,2021-06,food,Green pepper,2kg,no,yes,43.42
June,2021,2021-06,food,Inyama yangapakhathi,2kg,no,yes,80.08
June,2021,2021-06,food,Maas,4L,no,no,47.86
June,2021,2021-06,food,Maize meal,30kg,yes,no,241.4
June,2021,2021-06,food,Margarine,1kg,no,yes,37.31
June,2021,2021-06,food,Onions,10kg,yes,no,73.84
June,2021,2021-06,food,Oranges,7kg,no,yes,51.5
June,2021,2021-06,food,Peanut butter,400g x2,no,yes,64.12
June,2021,2021-06,food,Polony,2.5kg,no,yes,53.73
June,2021,2021-06,food,Potatoes,10kg,yes,no,67.77
June,2021,2021-06,food,Rice,10kg,yes,yes,137.65
June,2021,2021-06,food,Salt,1kg,yes,yes,12.99
June,2021,2021-06,food,Samp,5kg,yes,no,46.72
June,2021,2021-06,food,Soup,400g x2,yes,yes,39.23
June,2021,2021-06,food,Spinach,8 bunches,no,no,82.33
June,2021,2021-06,food,Stock cubes,24 cubes x2,yes,yes,37.38
June,2021,2021-06,food,Sugar beans,5kg,yes,yes,167.77
June,2021,2021-06,food,Tea,250g,yes,yes,22.76
June,2021,2021-06,food,Tinned pilchards,400g x6,no,no,119.04
June,2021,2021-06,food,Tomatoes,6kg,no,no,106.42
June,2021,2021-06,food,Total,44 items,n/a,yes,4128.23
June,2021,2021-06,food,White bread,25 loaves,yes,yes,332.94
June,2021,2021-06,food,White sugar,10kg,yes,yes,163.23
June,2021,2021-06,food,Wors,2kg,no,yes,120.62
July,2021,2021-07,food,Apples,3kg,no,no,36.29
July,2021,2021-07,food,Apricot jam,900g,no,yes,29.5
July,2021,2021-07,food,Bananas,4kg,no,no,55.24
July,2021,2021-07,food,Beef,2kg,no,yes,161.09
July,2021,2021-07,food,Beef livers,2kg,no,yes,90.25
July,2021,2021-07,food,Brown bread,25 loaves,yes,no,302.48
July,2021,2021-07,food,Butternut,10kg,no,no,68.37
July,2021,2021-07,food,Cabbage,2 heads,no,no,32.13
July,2021,2021-07,food,Cake flour,10kg,yes,no,92.9
July,2021,2021-07,food,Canned beans,410g x6,no,yes,65.15
July,2021,2021-07,food,Carrots,5kg,no,yes,31.51
July,2021,2021-07,food,Chicken feet,2kg,no,yes,73.7
July,2021,2021-07,food,Chicken livers,2kg,no,yes,57.86
July,2021,2021-07,food,Cooking oil,5L,yes,no,140.52
July,2021,2021-07,food,Cremora,800g,no,yes,35.74
July,2021,2021-07,food,Curry powder,200g,yes,yes,30.8
July,2021,2021-07,food,Eggs,60 eggs,no,no,107.59
July,2021,2021-07,food,Fish,2kg,no,yes,106.93
July,2021,2021-07,food,Frozen chicken portions,10kg,yes,yes,345.82
July,2021,2021-07,food,Full cream milk,6L,no,yes,79.28
July,2021,2021-07,food,Gizzards,2kg,no,yes,81.48
July,2021,2021-07,food,Green pepper,2kg,no,yes,41.08
July,2021,2021-07,food,Inyama yangapakhathi,2kg,no,yes,81.18
July,2021,2021-07,food,Maas,4L,no,no,48.43
July,2021,2021-07,food,Maize meal,30kg,yes,no,237.31
July,2021,2021-07,food,Margarine,1kg,no,yes,36.44
July,2021,2021-07,food,Onions,10kg,yes,no,78.76
July,2021,2021-07,food,Oranges,7kg,no,yes,42.58
July,2021,2021-07,food,Peanut butter,400g x2,no,yes,63.52
July,2021,2021-07,food,Polony,2.5kg,no,yes,51.62
July,2021,2021-07,food,Potatoes,10kg,yes,no,78.25
July,2021,2021-07,food,Rice,10kg,yes,yes,136.69
July,2021,2021-07,food,Salt,1kg,yes,yes,13.07
July,2021,2021-07,food,Samp,5kg,yes,no,46.71
July,2021,2021-07,food,Soup,400g x2,yes,yes,36.95
July,2021,2021-07,food,Spinach,8 bunches,no,no,77.72
July,2021,2021-07,food,Stock cubes,24 cubes x2,yes,yes,35.33
July,2021,2021-07,food,Sugar beans,5kg,yes,yes,168.29
July,2021,2021-07,food,Tea,250g,yes,yes,22.72
July,2021,2021-07,food,Tinned pilchards,400g x6,no,no,114.28
July,2021,2021-07,food,Tomatoes,6kg,no,no,87.31
July,2021,2021-07,food,Total,44 items,n/a,yes,4137.43
July,2021,2021-07,food,White bread,25 loaves,yes,yes,338.39
July,2021,2021-07,food,White sugar,10kg,yes,yes,158.59
July,2021,2021-07,food,Wors,2kg,no,yes,117.54
August,2021,2021-08,food,Apples,3kg,no,no,36.22
August,2021,2021-08,food,Apricot jam,900g,no,yes,31.04
August,2021,2021-08,food,Bananas,4kg,no,no,58.07
August,2021,2021-08,food,Beef,2kg,no,yes,167.7
August,2021,2021-08,food,Beef livers,2kg,no,yes,90.02
August,2021,2021-08,food,Brown bread,25 loaves,yes,no,305.82
August,2021,2021-08,food,Butternut,10kg,no,no,80.22
August,2021,2021-08,food,Cabbage,2 heads,no,no,33.6
August,2021,2021-08,food,Cake flour,10kg,yes,no,95.09
August,2021,2021-08,food,Canned beans,410g x6,no,yes,66.76
August,2021,2021-08,food,Carrots,5kg,no,yes,36.74
August,2021,2021-08,food,Chicken feet,2kg,no,yes,72.09
August,2021,2021-08,food,Chicken livers,2kg,no,yes,58
August,2021,2021-08,food,Cooking oil,5L,yes,no,136.59
August,2021,2021-08,food,Cremora,800g,no,yes,37.23
August,2021,2021-08,food,Curry powder,200g,yes,yes,31.61
August,2021,2021-08,food,Eggs,60 eggs,no,no,116.6
August,2021,2021-08,food,Fish,2kg,no,yes,97.26
August,2021,2021-08,food,Frozen chicken portions,10kg,yes,yes,346.15
August,2021,2021-08,food,Full cream milk,6L,no,yes,79.69
August,2021,2021-08,food,Gizzards,2kg,no,yes,79.76
August,2021,2021-08,food,Green pepper,2kg,no,yes,44.49
August,2021,2021-08,food,Inyama yangapakhathi,2kg,no,yes,85.77
August,2021,2021-08,food,Maas,4L,no,no,50.09
August,2021,2021-08,food,Maize meal,30kg,yes,no,239.67
August,2021,2021-08,food,Margarine,1kg,no,yes,37.26
August,2021,2021-08,food,Onions,10kg,yes,no,75.9
August,2021,2021-08,food,Oranges,7kg,no,yes,47.71
August,2021,2021-08,food,Peanut butter,400g x2,no,yes,65.95
August,2021,2021-08,food,Polony,2.5kg,no,yes,53.49
August,2021,2021-08,food,Potatoes,10kg,yes,no,81.4
August,2021,2021-08,food,Rice,10kg,yes,yes,138.01
August,2021,2021-08,food,Salt,1kg,yes,yes,12.63
August,2021,2021-08,food,Samp,5kg,yes,no,49.49
August,2021,2021-08,food,Soup,400g x2,yes,yes,39.03
August,2021,2021-08,food,Spinach,8 bunches,no,no,84.04
August,2021,2021-08,food,Stock cubes,24 cubes x2,yes,yes,39.87
August,2021,2021-08,food,Sugar beans,5kg,yes,yes,173.48
August,2021,2021-08,food,Tea,250g,yes,yes,24.55
August,2021,2021-08,food,Tinned pilchards,400g x6,no,no,118.95
August,2021,2021-08,food,Tomatoes,6kg,no,no,90.18
August,2021,2021-08,food,Total,44 items,n/a,yes,4241.11
August,2021,2021-08,food,White bread,25 loaves,yes,yes,337.36
August,2021,2021-08,food,White sugar,10kg,yes,yes,166.31
August,2021,2021-08,food,Wors,2kg,no,yes,129.19
September,2021,2021-09,food,Apples,3kg,no,no,37.74
September,2021,2021-09,food,Apricot jam,900g,no,yes,30.18
September,2021,2021-09,food,Bananas,4kg,no,no,58.45
September,2021,2021-09,food,Beef,2kg,no,yes,166.63
September,2021,2021-09,food,Beef livers,2kg,no,yes,94.11
September,2021,2021-09,food,Brown bread,25 loaves,yes,no,305.39
September,2021,2021-09,food,Butternut,10kg,no,no,84.39
September,2021,2021-09,food,Cabbage,2 heads,no,no,33.5
September,2021,2021-09,food,Cake flour,10kg,yes,no,95.68
September,2021,2021-09,food,Canned beans,410g x6,no,yes,67.11
September,2021,2021-09,food,Carrots,5kg,no,yes,30.51
September,2021,2021-09,food,Chicken feet,2kg,no,yes,73.24
September,2021,2021-09,food,Chicken livers,2kg,no,yes,60.04
September,2021,2021-09,food,Cooking oil,5L,yes,no,135.08
September,2021,2021-09,food,Cremora,800g,no,yes,36.59
September,2021,2021-09,food,Curry powder,200g,yes,yes,31.21
September,2021,2021-09,food,Eggs,60 eggs,no,no,114.32
September,2021,2021-09,food,Fish,2kg,no,yes,102.47
September,2021,2021-09,food,Frozen chicken portions,10kg,yes,yes,345.61
September,2021,2021-09,food,Full cream milk,6L,no,yes,77.77
September,2021,2021-09,food,Gizzards,2kg,no,yes,81.68
September,2021,2021-09,food,Green pepper,2kg,no,yes,42.84
September,2021,2021-09,food,Inyama yangapakhathi,2kg,no,yes,84.52
September,2021,2021-09,food,Maas,4L,no,no,48.65
September,2021,2021-09,food,Maize meal,30kg,yes,no,238.01
September,2021,2021-09,food,Margarine,1kg,no,yes,36.45
September,2021,2021-09,food,Onions,10kg,yes,no,74.31
September,2021,2021-09,food,Oranges,7kg,no,yes,48.51
September,2021,2021-09,food,Peanut butter,400g x2,no,yes,64.93
September,2021,2021-09,food,Polony,2.5kg,no,yes,55.53
September,2021,2021-09,food,Potatoes,10kg,yes,no,82.84
September,2021,2021-09,food,Rice,10kg,yes,yes,140.18
September,2021,2021-09,food,Salt,1kg,yes,yes,12.91
September,2021,2021-09,food,Samp,5kg,yes,no,50.35
September,2021,2021-09,food,Soup,400g x2,yes,yes,38.54
September,2021,2021-09,food,Spinach,8 bunches,no,no,86.88
September,2021,2021-09,food,Stock cubes,24 cubes x2,yes,yes,38.2
September,2021,2021-09,food,Sugar beans,5kg,yes,yes,165.78
September,2021,2021-09,food,Tea,250g,yes,yes,22.82
September,2021,2021-09,food,Tinned pilchards,400g x6,no,no,120.91
September,2021,2021-09,food,Tomatoes,6kg,no,no,81.97
September,2021,2021-09,food,Total,44 items,n/a,yes,4219.48
September,2021,2021-09,food,White bread,25 loaves,yes,yes,336.17
September,2021,2021-09,food,White sugar,10kg,yes,yes,165.8
September,2021,2021-09,food,Wors,2kg,no,yes,120.66
October,2021,2021-10,food,Apples,3kg,no,no,38.45
October,2021,2021-10,food,Apricot jam,900g,no,yes,29.54
October,2021,2021-10,food,Bananas,4kg,no,no,59.63
October,2021,2021-10,food,Beef,2kg,no,yes,166.23
October,2021,2021-10,food,Beef livers,2kg,no,yes,95.07
October,2021,2021-10,food,Brown bread,25 loaves,yes,no,307.02
October,2021,2021-10,food,Butternut,10kg,no,no,131.24
October,2021,2021-10,food,Cabbage,2 heads,no,no,30.47
October,2021,2021-10,food,Cake flour,10kg,yes,no,94.75
October,2021,2021-10,food,Canned beans,410g x6,no,yes,69.5
October,2021,2021-10,food,Carrots,5kg,no,yes,29.26
October,2021,2021-10,food,Chicken feet,2kg,no,yes,71.06
October,2021,2021-10,food,Chicken livers,2kg,no,yes,62.38
October,2021,2021-10,food,Cooking oil,5L,yes,no,132.37
October,2021,2021-10,food,Cremora,800g,no,yes,36.87
October,2021,2021-10,food,Curry powder,200g,yes,yes,31.47
October,2021,2021-10,food,Eggs,60 eggs,no,no,115.54
